SquareFootage,NumBathrooms,NumBedrooms,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Price
1415.76,2.421315332,4,7.43,8.79,117.42,15.96,96.15,1.1,5.36,6.17,7.57,416898.1012
550.0,3.206384749,3,28.46,5.88,59.29,19.83,91.14,1.38,5.04,8.56,5.38,244580.9873
1003.08,3.206456064,3,38.64,7.21,100.78,20.91,96.32,2.08,5.66,6.35,6.69,448388.3903
1823.78,3.155990729,3,26.43,6.2,65.8,18.41,92.69,1.74,4.8,10.0,6.22,419687.7832
968.74,2.406639445,2,1.9,5.84,90.61,22.42,98.2,1.27,4.86,8.85,6.29,214089.6239
1589.48,1.649524983,4,23.97,8.89,54.52,21.3,86.59,1.47,3.09,1.4,2.47,220926.562
550.0,1.18907087,1,38.52,4.91,90.56,42.77,94.11,1.74,4.01,7.12,2.33,197471.5405
749.67,1.58423555,3,31.52,6.81,17.74,42.55,96.51,1.09,3.08,8.58,2.45,218754.4913
1433.01,1.387789672,3,31.51,7.34,64.14,9.14,95.29,1.46,7.06,9.78,7.32,374124.2146
1320.0,3.646496468,4,47.81,10.0,33.11,0.35,96.25,2.13,10.0,7.0,10.0,612887.7486
1114.74,1.145477981,3,22.19,5.03,24.38,1.21,92.41,1.5,4.89,5.2,6.49,329824.8013
783.91,1.0,2,77.48,2.17,66.68,8.39,85.08,2.35,1.64,3.31,4.57,225040.9524
550.0,1.697980915,3,45.71,7.18,57.65,13.26,96.1,2.68,2.91,6.65,8.58,247234.9113
1132.92,1.717983852,4,33.43,10.0,38.15,14.79,99.66,1.64,8.16,4.32,6.37,298360.0431
940.02,2.292306875,2,17.77,5.49,16.67,9.26,99.9,1.34,2.44,6.77,6.99,195416.5331
550.0,1.0,4,21.44,5.31,71.57,30.91,99.9,1.41,1.28,0.86,3.62,247646.9723
1578.36,1.875565541,2,68.22,6.01,66.93,0.38,88.98,1.79,6.97,6.68,6.8,170641.265
1316.55,2.73641948,2,33.98,6.81,68.08,11.91,88.3,1.74,5.01,5.92,3.84,414789.0218
1384.88,1.0,3,17.87,7.3,92.69,12.6,97.79,2.05,8.35,6.41,8.06,390638.4666
824.72,2.084032692,2,50.74,8.82,94.81,29.98,83.95,1.39,4.26,7.36,3.55,147636.2983
874.22,1.0,3,37.43,6.88,39.05,19.61,84.23,1.5,3.15,6.66,8.2,254413.1466
837.98,1.0,4,35.55,8.22,41.77,8.11,99.9,1.35,5.79,5.13,2.79,189134.1212
708.49,1.448687239,4,34.27,7.56,41.12,0.51,89.85,1.74,4.11,10.0,8.43,341453.6385
1027.64,1.375699895,3,56.63,4.9,56.55,1.19,95.56,1.81,3.6,3.63,7.59,192476.3192
613.32,1.308227858,2,61.27,4.37,8.04,27.62,92.6,0.69,0.12,9.0,6.82,108074.4061
1778.38,2.606368133,3,61.01,8.09,133.54,27.59,99.9,1.83,5.26,5.76,5.06,356287.0826
1883.16,3.399396856,2,10.83,5.87,48.97,4.14,98.74,1.78,6.63,7.72,7.65,374107.3985
583.03,1.0,1,50.65,2.56,17.21,27.51,84.22,1.03,1.08,4.18,3.67,373177.5445
667.46,3.118838607,3,28.73,9.58,78.37,39.9,94.27,2.11,3.15,4.87,2.75,335134.4955
1065.43,2.701915158,2,8.17,3.29,78.26,33.08,88.8,1.28,0.74,2.55,6.22,308517.5187
1158.81,1.0,5,55.44,8.34,89.44,1.83,97.35,1.74,5.0,6.95,9.4,315701.3441
2369.85,1.322640965,3,22.5,9.32,12.49,6.68,97.11,1.95,7.84,5.35,3.59,332887.2554
1550.84,1.0,3,41.67,4.89,71.79,15.21,92.67,1.54,6.17,2.95,2.92,191119.5959
882.35,2.508779318,2,38.72,6.22,90.68,16.03,91.56,1.84,3.46,2.39,6.29,126372.039
746.57,3.584063214,2,26.32,7.52,95.02,8.89,94.39,1.24,3.48,7.68,4.69,167115.5675
1273.14,1.330867053,3,3.1,8.75,12.27,22.07,93.45,1.85,2.29,8.11,5.52,269688.4728
1032.22,1.0,4,3.49,8.48,75.69,25.44,93.82,2.08,3.78,3.98,6.24,337620.1849
720.82,1.809550305,2,33.01,5.59,64.39,18.36,92.89,1.75,5.39,6.61,3.13,156581.1599
2034.08,2.472909134,3,6.35,9.52,20.63,7.33,83.04,0.7,3.99,0.65,4.51,420008.0172
1517.06,4.031468858,3,54.34,6.98,34.09,4.52,99.9,2.19,8.58,5.32,5.18,482633.7756
1676.09,3.015888437,2,36.22,9.76,43.21,5.19,92.69,0.44,6.21,2.09,6.17,570090.1058
975.57,1.005480921,2,44.83,5.7,79.16,4.66,95.97,0.89,4.4,3.0,2.3,135333.7626
1412.23,4.6183379,2,35.62,8.64,55.21,52.57,87.69,1.61,2.78,1.8,5.25,228863.4452
2816.76,2.736825799,1,59.39,2.05,2.73,20.67,96.77,1.44,3.12,1.91,3.46,562484.0227
1592.82,2.450304501,3,62.74,6.09,50.99,0.53,91.67,2.03,5.76,6.64,7.66,286637.342
834.66,1.0,2,31.59,7.24,86.36,12.31,99.9,1.55,5.67,9.72,5.88,109834.0198
1313.46,1.703501317,3,29.65,9.19,26.6,3.18,90.04,1.33,5.65,7.97,7.86,255488.3252
840.88,1.272955428,3,56.24,4.82,44.96,5.59,91.74,0.95,5.81,4.96,5.34,241973.132
1286.25,2.051681407,2,54.66,6.07,46.13,19.1,91.85,1.52,7.49,3.02,5.44,216506.6648
735.48,1.0,3,14.21,6.46,33.81,6.29,92.69,1.07,4.38,5.06,4.8,207916.0652
1348.73,4.652153243,3,40.51,9.17,33.57,15.5,91.55,1.07,6.45,9.3,7.38,455997.1118
1119.83,3.424566147,3,46.48,7.15,41.72,0.79,89.64,1.09,9.01,1.43,3.5,643258.8816
891.53,2.432076243,3,41.16,6.81,44.1,12.99,89.85,1.2,4.87,5.81,7.78,252608.5174
1318.16,4.38601389,3,2.85,9.07,43.18,1.5,92.01,1.24,6.77,7.27,7.85,482068.3311
550.0,1.848020846,3,15.7,6.19,43.49,24.47,91.75,1.22,3.08,4.85,5.98,194267.5167
853.27,1.0,3,16.78,6.39,77.79,7.52,99.9,1.48,1.89,3.9,3.93,275140.2195
1055.93,1.0,3,2.53,7.57,86.55,25.5,99.9,0.89,2.51,0.61,5.69,192402.0638
550.0,1.507275576,4,32.95,6.05,0.11,8.0,92.97,1.2,2.75,5.92,4.59,206841.4109
1122.06,1.196783186,2,56.0,4.05,65.31,34.52,97.85,1.77,3.38,6.72,8.68,112953.986
1281.26,1.072052331,3,21.46,7.14,140.63,21.84,91.81,1.07,4.07,6.71,3.78,230534.1487
571.47,2.761838638,4,30.14,7.64,23.54,23.56,84.7,1.12,3.06,2.34,5.11,297723.341
1066.98,2.775689323,3,29.02,8.43,84.13,32.0,99.9,2.18,7.17,5.57,3.94,468472.1179
641.81,1.753531288,3,12.78,8.08,45.49,19.24,90.43,1.69,4.32,5.23,6.2,209297.3314
1435.79,2.299701651,2,33.29,5.17,98.86,49.04,94.04,1.64,4.95,0.33,3.63,313547.4323
550.0,2.380150571,2,22.13,6.19,40.23,26.41,91.59,0.66,5.24,9.58,6.09,200198.5874
925.5,1.744110584,2,2.5,7.17,25.04,17.66,88.6,1.41,3.44,6.53,6.51,184883.8949
1492.0,5.295942087,3,17.85,7.26,1.82,7.29,84.79,1.11,10.0,6.87,8.2,468984.6839
1005.21,3.849777736,4,42.2,8.27,34.06,1.16,90.85,0.73,7.21,9.66,8.69,475264.6945
1457.4,1.705154649,4,6.85,7.26,45.37,26.11,98.26,1.05,5.23,7.95,5.52,281753.5547
1931.09,3.066609131,5,8.75,10.0,6.37,28.01,97.73,1.38,6.76,6.53,9.42,799996.2481
1666.59,4.317384667,1,23.97,9.47,38.74,8.91,99.9,0.96,7.52,2.05,4.77,539832.9873
1090.36,2.563796733,4,10.7,8.53,15.44,11.13,92.35,2.07,2.68,8.96,8.4,344911.5591
550.0,3.488118422,4,36.6,6.35,82.75,17.58,97.2,1.75,5.26,6.01,3.98,362981.6337
550.0,2.73432654,3,46.43,6.41,20.05,12.85,86.24,0.73,3.84,6.04,8.04,187483.5506
975.2,2.777436199,3,16.78,7.15,7.75,23.13,92.96,1.51,5.79,6.99,9.86,302975.6561
912.52,4.710547304,2,14.16,8.44,15.59,7.58,99.46,1.47,2.53,1.09,2.58,279109.5484
1558.03,1.636082286,2,3.78,6.81,29.37,29.67,99.9,1.83,6.07,4.99,5.9,434618.9425
550.0,2.952521792,3,33.55,9.85,81.02,44.36,95.3,1.89,6.58,6.28,9.27,211818.7781
550.0,5.166797811,1,0.54,7.97,19.29,5.05,99.9,1.18,6.88,9.55,5.93,417207.8893
838.77,2.29235263,4,7.86,6.45,129.62,29.37,98.13,1.26,6.52,4.07,7.07,254496.061
1116.57,1.0,3,65.58,6.3,34.19,25.33,94.32,0.67,1.76,4.11,1.52,228840.023
550.0,2.12827974,4,38.48,6.9,41.46,25.27,88.69,1.6,2.6,2.82,4.17,216691.1785
550.0,2.385506911,2,13.84,5.61,18.33,21.52,87.84,1.59,4.9,3.23,5.53,131576.8368
645.52,1.522775532,1,29.06,6.4,66.46,11.87,94.6,0.76,3.14,4.92,4.85,103375.7614
1860.6,3.584327693,4,45.16,7.72,41.9,11.43,96.2,1.17,9.59,5.27,5.82,668770.8501
1109.92,3.385734939,4,48.72,7.28,23.01,32.78,99.7,0.98,8.21,9.1,8.44,396505.3981
699.29,2.686783066,4,41.17,7.97,2.53,28.96,98.2,1.7,2.7,3.97,3.23,390605.9215
1027.55,1.660534634,1,20.68,2.7,87.26,29.83,89.89,1.44,0.85,9.72,6.34,168729.8001
1233.39,2.485825649,3,42.39,5.92,32.33,39.45,91.12,1.89,4.16,9.68,8.4,293993.3106
550.0,1.0,4,53.61,6.23,12.94,32.04,94.7,1.69,0.76,6.42,6.08,145718.0224
1771.39,2.568685816,3,46.83,9.0,35.27,21.34,90.17,2.05,5.74,7.42,8.45,569354.2613
1082.47,3.742363,5,3.82,9.57,4.91,0.14,97.6,1.08,8.78,9.24,7.12,429835.6126
1881.78,3.028002152,2,5.18,10.0,48.85,10.23,93.98,1.07,7.06,4.07,4.4,356250.7195
753.72,3.374582379,3,21.25,8.66,41.83,7.48,87.58,0.71,7.81,6.01,6.5,347770.319
1544.53,1.314622595,4,2.88,10.0,17.8,13.3,99.9,0.98,5.96,6.33,7.01,338942.4888
1117.43,2.398695573,2,32.53,7.09,42.19,31.63,91.03,1.59,3.7,10.0,6.83,188922.9338
1687.73,2.51695277,3,22.96,8.4,44.3,12.25,95.58,1.24,3.4,5.3,4.66,612273.691
1069.97,3.006836638,5,14.14,10.0,15.74,8.6,91.46,1.38,7.59,9.64,8.88,698889.7303
1486.54,3.402016145,5,26.56,6.66,31.47,3.2,93.34,1.84,8.1,5.66,10.0,443253.3088
1038.6,3.326911585,2,45.01,5.06,40.42,31.22,86.02,2.44,4.14,3.36,5.89,266190.2215
1363.61,2.266842504,3,11.04,4.88,47.99,23.55,88.48,2.14,2.34,4.47,2.1,182683.8867
1048.11,2.524543313,3,13.03,5.91,26.79,6.58,92.34,1.68,4.34,6.69,6.21,262366.2693
1469.8,3.000279792,2,29.53,9.25,25.07,23.8,99.9,1.06,9.02,7.47,8.18,292366.4056
550.0,1.249857823,1,44.77,3.23,73.07,32.73,91.72,2.56,2.01,7.22,4.31,325649.7834
1534.67,1.730158142,6,28.15,8.71,32.77,11.68,89.08,0.97,6.49,5.58,8.03,486068.0823
1569.6,1.480978978,3,7.71,8.69,11.62,27.94,91.87,1.36,3.38,3.87,5.68,572532.8115
550.0,1.138436229,3,30.2,4.66,29.25,29.36,90.49,1.79,2.08,7.48,6.71,122880.1573
998.18,2.025042343,5,4.74,6.82,79.88,4.86,83.21,1.79,5.07,5.78,7.13,266337.8745
550.0,2.524160228,3,4.43,8.58,6.9,35.99,84.48,1.41,6.63,5.61,5.68,258536.9667
1273.23,3.155295744,3,23.78,6.77,41.57,22.23,90.11,1.55,4.0,5.93,5.39,410941.3399
645.31,3.831097406,4,39.0,8.88,26.36,5.85,90.34,1.34,6.64,9.56,7.84,465801.9712
1231.59,1.624223963,4,19.61,10.0,79.42,14.76,94.1,0.87,5.37,6.3,6.69,317798.9332
1913.1,1.507839736,4,42.71,8.88,54.32,11.06,96.54,0.23,8.91,0.34,5.64,428253.0977
550.0,1.090923596,3,39.14,5.61,22.71,13.16,87.84,1.28,1.08,9.87,6.56,194963.479
1563.58,1.606787206,3,24.61,7.8,60.85,16.08,93.64,0.72,5.93,3.75,5.86,390936.305
930.21,2.15092336,2,40.66,4.14,34.76,26.76,94.9,1.6,5.51,5.03,6.49,241370.1502
1116.57,2.630734238,3,60.8,6.45,60.82,24.39,88.39,1.92,4.08,10.0,9.16,393815.2236
550.0,1.164436471,1,17.7,5.66,36.95,12.82,92.44,1.78,3.07,4.87,2.89,95067.28153
1175.28,1.0,4,16.35,6.96,39.81,39.11,96.11,1.13,6.8,10.0,9.02,441280.179
1431.14,2.409877226,5,52.27,5.79,54.06,5.18,91.51,1.46,4.44,4.78,6.07,424643.659
1093.37,3.634401002,3,51.03,5.49,44.31,17.41,99.9,1.23,7.08,7.22,5.81,620485.497
1666.63,1.866804699,1,7.24,1.35,8.82,32.72,98.31,1.41,3.07,8.47,5.77,307315.345
1502.44,3.210569154,5,42.74,9.04,52.0,16.11,99.9,1.57,7.85,7.72,6.62,898733.2881
1098.04,1.0,3,31.86,8.11,52.24,2.07,91.29,2.01,1.55,9.79,8.82,214175.3206
765.5,4.302962589,3,40.87,6.43,18.81,20.06,88.26,1.89,5.43,4.74,8.41,474003.1369
933.75,2.205155307,4,33.12,10.0,50.43,5.23,94.39,1.58,7.11,8.33,6.48,337587.7422
550.0,2.95920506,4,12.95,5.71,95.32,34.3,93.61,1.14,4.65,6.48,5.88,238872.9863
600.31,1.0,2,38.31,8.25,36.76,40.1,93.14,1.95,0.78,5.17,4.67,111939.1888
550.0,1.221072548,3,0.45,5.58,49.95,28.63,99.9,0.88,2.27,8.11,6.47,120852.2785
550.0,1.0,4,14.58,9.59,43.23,42.41,91.0,2.56,5.21,5.29,2.24,164664.3915
1448.19,2.582738587,3,24.53,10.0,45.9,4.28,91.38,2.41,5.85,10.0,2.81,455238.6954
1162.7,1.027098979,3,30.6,4.35,44.31,36.35,99.71,2.48,5.43,7.35,4.67,235908.2389
1002.74,1.623254392,1,43.42,6.23,87.01,29.88,99.9,1.7,3.11,2.25,2.65,118378.6969
1599.49,2.782334892,1,10.54,6.77,8.76,22.26,92.76,0.72,6.86,4.07,5.03,485170.8378
1463.33,1.667868234,3,40.32,4.25,93.99,33.6,93.25,1.79,2.09,9.17,7.39,232594.7678
1704.06,2.801518337,2,32.74,7.75,23.24,15.83,93.86,0.77,3.86,4.91,5.87,499211.8898
1831.13,4.003481479,4,36.81,9.51,1.77,8.54,97.13,1.11,8.64,6.21,4.62,765283.641
1329.87,1.265437832,2,23.7,5.59,47.96,29.66,99.9,2.36,6.29,5.97,3.37,119443.0763
1372.58,1.544609601,4,2.82,9.14,20.34,24.55,99.25,1.25,6.37,5.66,8.57,653150.7907
1055.58,2.438118551,3,49.74,7.96,53.76,32.61,90.52,1.64,7.69,5.88,4.6,397536.3935
1124.78,1.601573288,3,6.05,7.71,6.84,3.23,98.24,0.97,6.5,5.81,7.86,321898.8296
1487.0,1.0,4,31.53,8.98,35.92,3.82,94.64,1.95,6.42,8.54,8.74,404071.5205
550.0,2.307221005,4,17.2,4.71,132.41,11.99,91.31,1.35,2.58,9.54,6.59,229928.759
1396.47,2.717135803,3,1.44,6.41,111.41,15.64,97.34,1.63,5.73,1.12,0.89,579176.5925
550.0,1.0,4,11.16,7.54,69.35,13.86,98.0,1.06,4.2,7.73,6.16,267076.1749
1211.19,1.0,4,50.28,8.29,6.11,19.9,90.83,1.46,3.67,9.48,6.9,267549.2592
550.0,2.58307821,3,29.16,8.34,62.75,1.27,91.96,2.2,4.37,6.38,6.44,228252.0107
863.31,1.724249683,2,52.52,4.7,80.9,0.42,92.74,1.77,4.84,2.77,2.94,222701.3807
550.0,1.0,3,20.34,7.18,11.63,31.04,99.9,1.16,3.03,3.19,3.67,104669.2729
1304.4,3.388863787,5,31.0,9.39,13.6,10.5,91.37,1.53,5.56,7.52,5.8,362063.8721
1295.75,3.986441599,1,25.85,7.03,57.03,36.37,99.9,1.33,7.2,3.24,4.89,426874.8922
1022.56,1.719061818,3,42.6,9.69,66.28,38.63,96.55,1.18,6.62,6.08,3.62,254840.1404
812.22,1.701440338,4,41.32,9.89,62.67,23.26,96.65,1.77,4.78,4.51,6.67,314192.9593
684.47,3.076438976,3,12.23,8.62,26.23,28.47,94.7,2.03,5.3,2.98,5.24,371386.4164
957.8,1.0,4,6.13,7.89,104.45,0.4,99.27,0.68,5.16,6.73,6.15,385041.5546
550.0,1.723417462,5,27.71,7.85,54.0,18.65,97.25,2.38,5.5,10.0,7.82,374368.3765
550.0,2.893456568,2,4.75,7.78,21.55,23.4,99.9,1.52,4.89,6.68,7.14,117175.1588
808.87,2.190712915,2,57.33,6.88,35.23,31.87,99.9,1.55,6.23,8.15,8.88,194271.1537
1262.26,2.526905092,4,22.68,8.59,0.51,4.53,99.9,1.29,7.59,6.1,4.04,657864.6024
1318.62,4.689205413,1,3.55,7.43,62.67,25.8,88.08,1.71,4.49,5.67,4.89,335517.7029
562.94,1.0,3,64.36,4.9,99.9,27.81,96.4,1.13,3.94,7.33,3.55,112495.9077
1186.8,3.810525254,5,49.64,9.52,91.88,6.16,93.95,0.87,3.64,9.27,6.55,321821.2618
550.0,1.979070985,3,61.35,5.33,53.4,17.55,94.43,1.81,4.8,10.0,10.0,194669.4038
550.0,3.220149471,2,14.6,5.76,51.41,12.25,93.09,1.67,5.18,7.74,8.54,214542.4035
568.77,1.537050762,3,75.0,4.49,0.02,6.3,87.0,1.9,4.77,5.77,4.71,197143.7222
805.96,2.191173501,3,47.19,7.35,3.85,30.4,98.24,2.55,6.17,8.76,8.1,423416.6083
708.19,1.0,3,5.39,9.02,28.68,16.1,91.08,1.45,4.27,7.56,5.6,197581.5547
900.88,1.0,3,38.38,4.06,133.5,30.8,93.17,2.29,3.49,4.1,5.64,177184.5331
693.51,1.0,3,35.38,5.48,112.63,11.79,88.96,1.56,2.32,0.72,4.82,245033.0932
988.51,1.653452693,2,54.64,9.67,9.28,13.04,99.9,1.48,4.71,3.7,4.89,241756.4496
550.0,3.317364317,4,63.27,9.06,14.88,15.72,99.9,0.96,6.26,10.0,10.0,278796.2627
1161.75,1.464104387,4,16.95,10.0,101.8,8.48,89.06,1.09,4.65,2.29,5.76,260609.8094
760.67,3.181657294,3,21.9,10.0,68.42,2.27,99.9,1.53,4.2,10.0,6.09,297161.0335
833.92,1.0,2,5.89,8.18,91.77,15.45,99.41,1.62,4.1,8.5,6.62,114505.5941
949.45,4.595189192,3,10.59,8.56,1.02,13.61,91.92,1.36,5.11,4.44,4.2,446895.5184
550.0,1.658917807,2,47.09,2.58,37.99,3.28,87.53,1.77,0.96,7.63,6.57,133702.1794
845.78,1.711690538,2,17.02,7.55,68.41,33.88,91.95,0.68,4.71,5.38,5.15,240991.5035
1363.97,2.76733747,2,54.68,8.84,4.1,17.74,95.69,0.59,7.14,6.42,4.96,396939.7508
550.0,1.0,2,25.83,6.14,18.11,10.22,95.01,2.11,5.07,0.32,2.11,176492.6957
1236.85,1.875878575,2,24.57,8.2,42.37,17.37,94.93,2.09,3.67,3.21,7.12,98929.34482
642.36,1.348362691,3,23.25,8.04,9.28,11.26,96.05,1.76,3.45,10.0,8.48,172521.4329
1701.95,3.364477398,4,25.54,6.74,51.61,25.17,91.78,1.19,6.56,2.05,4.27,676922.4903
1083.57,4.250023981,3,54.52,5.28,76.53,42.93,93.53,1.44,6.75,6.88,3.38,430935.5967
550.0,2.474901675,4,25.76,8.26,48.69,15.15,95.85,1.34,5.97,7.84,8.87,326028.4247
1378.36,2.99261047,2,33.12,7.52,16.68,30.58,97.9,1.57,4.12,3.62,8.41,413003.9979
988.67,3.658177167,4,29.59,8.51,96.99,19.07,94.5,1.15,5.81,7.97,3.47,397727.5906
1039.02,1.372277861,1,42.36,6.23,23.49,24.72,95.35,1.23,4.21,5.19,6.2,149750.1131
550.0,1.0,3,41.59,7.41,165.41,34.03,90.94,1.84,5.63,9.78,7.18,117616.8753
1581.56,3.154247646,4,17.49,10.0,81.08,29.35,92.82,1.52,6.51,6.61,5.58,452987.9875
1048.47,2.193814202,2,22.77,9.06,44.04,5.12,97.68,1.19,7.0,6.59,5.97,329648.5927
1138.98,1.584561773,4,43.64,7.61,19.46,14.61,95.72,1.36,5.12,2.53,3.86,355509.5762
550.0,3.313235663,5,25.76,5.82,73.57,0.21,99.9,0.65,7.01,6.16,6.81,652006.0813
672.98,1.0,1,31.76,7.2,22.72,7.86,99.9,1.94,5.51,8.58,4.37,113721.45
1477.19,3.204649215,3,28.36,7.65,125.64,13.22,95.0,1.48,4.63,7.68,6.4,307165.0681
1334.19,2.07090373,1,17.99,6.22,61.16,26.33,93.8,2.16,6.09,5.06,8.65,221072.3475
1345.36,3.324001909,4,14.77,10.0,69.46,14.17,99.9,1.44,8.11,5.82,3.66,722695.5967
550.0,2.227983109,2,32.15,1.8,18.61,16.69,93.31,1.63,4.31,5.72,6.35,136448.261
2105.87,3.671566891,2,46.44,9.54,79.01,25.17,98.58,1.22,9.56,5.5,4.44,706274.9596
1334.33,1.899270927,1,36.37,6.17,54.07,10.29,94.3,0.81,4.77,4.84,7.72,208835.2267
1511.32,2.270717733,5,49.65,9.07,57.42,10.04,90.25,1.78,8.04,10.0,7.46,728016.4966
1049.18,3.262915817,4,28.7,8.48,35.17,13.22,95.43,1.63,6.57,5.31,6.72,504108.4969
731.32,1.0,1,4.2,5.74,94.5,9.96,92.69,1.69,2.49,5.6,5.49,125895.9984
1004.32,2.949058372,2,50.91,6.83,72.78,25.3,91.29,0.8,3.24,2.41,3.64,191999.5385
866.0,1.0,3,18.55,6.3,25.59,23.97,86.54,0.7,5.07,8.29,6.23,304893.1125
1307.18,3.253983846,3,41.85,6.41,17.04,29.95,97.78,1.74,5.39,5.11,7.21,338380.9694
1173.95,1.806931061,4,4.18,8.48,54.4,40.07,92.84,1.25,3.98,0.12,1.89,248630.6713
976.75,2.323556012,4,19.68,3.24,24.61,29.75,99.9,2.02,5.49,1.42,4.44,358905.9131
1362.44,3.287241569,3,14.43,7.43,92.36,36.86,94.79,0.58,8.11,10.0,10.0,408043.3866
1572.19,1.0,3,37.99,6.96,90.82,26.71,99.9,2.24,4.71,2.32,4.13,168852.6152
2117.97,3.11077337,3,32.06,6.31,64.1,7.86,95.78,1.74,5.13,8.24,5.78,543530.4933
1221.08,1.0,4,8.31,5.27,13.18,8.4,92.22,1.03,4.61,4.04,8.71,500296.9494
1168.46,1.0,1,29.58,3.46,51.98,12.09,89.53,1.73,5.73,8.36,8.09,101762.9942
550.0,1.461690019,3,22.66,6.85,94.31,42.5,92.68,1.52,6.21,10.0,7.92,152757.5791
589.27,2.242666173,4,13.26,8.42,4.68,12.52,99.13,1.95,7.04,7.79,7.03,239850.3375
550.0,2.685210629,3,14.79,7.6,4.84,13.41,95.65,0.94,8.67,7.65,7.09,268927.7861
2069.92,1.805969665,5,23.31,10.0,8.44,15.11,88.0,0.68,7.06,7.09,6.33,798826.0426
1385.61,2.781406715,2,6.28,5.53,82.43,32.5,89.22,2.02,2.85,6.9,6.94,330790.1596
707.78,1.0,3,51.71,7.62,73.75,34.67,92.82,0.99,4.17,7.52,8.02,215617.7792
1408.17,1.0,2,51.51,6.75,11.51,0.21,99.67,2.08,7.21,3.43,7.12,234106.633
1421.32,2.702095156,3,6.16,8.35,23.76,9.46,91.38,0.93,5.06,9.14,8.18,506088.6728
550.0,1.107970784,5,44.41,9.15,42.51,9.59,87.68,2.05,7.13,0.42,2.25,133765.0137
550.0,3.290078428,2,6.94,6.85,27.41,1.86,95.78,1.01,5.08,7.74,4.91,188010.3433
953.78,1.623211954,2,26.11,5.14,8.04,28.72,91.76,2.2,3.49,10.0,7.03,227843.7879
1440.88,1.905538605,3,33.33,7.95,25.91,5.54,95.36,1.66,3.68,5.93,3.49,324219.1165
1109.34,1.0,3,36.56,9.29,48.09,56.61,96.48,2.44,6.73,7.11,7.84,202100.7793
908.28,3.032626837,4,67.15,8.03,80.58,18.53,95.58,0.15,6.07,6.76,6.43,599226.4555
550.0,1.398324533,4,35.57,4.41,106.19,28.38,83.58,1.91,1.98,2.53,1.49,185130.3115
550.0,2.997413374,4,40.19,6.99,55.13,1.0,85.04,1.31,1.8,2.54,4.62,339288.0054
617.3,2.574004056,3,33.38,6.78,34.87,11.76,96.39,1.47,4.25,7.35,7.33,368673.76
550.0,1.415720626,4,44.7,7.81,40.8,27.43,94.21,2.14,3.38,8.1,4.62,176690.5179
550.0,1.0,1,43.12,5.43,58.95,50.42,96.05,2.0,3.35,2.59,5.35,251668.5837
1112.62,1.0,2,12.4,2.42,71.29,19.13,94.86,1.1,3.68,6.25,4.48,250070.1344
1253.07,1.0,3,17.68,9.58,11.86,4.32,98.35,1.57,6.18,6.57,5.26,244280.9675
550.0,3.568884996,2,26.15,5.94,57.02,16.07,97.21,1.42,5.82,10.0,6.22,129900.059
2188.24,2.233152941,3,52.02,8.54,31.85,6.12,92.56,0.56,10.0,10.0,7.83,792902.0333
1626.51,2.866538546,4,9.16,5.31,2.58,23.24,93.01,2.51,3.96,6.01,4.58,332966.1628
694.97,1.576551806,3,66.84,5.53,48.91,21.78,87.59,1.43,2.0,3.69,5.98,188442.1053
1930.0,3.760818872,3,33.9,7.36,18.87,10.63,80.11,1.45,5.86,7.63,7.89,596002.3773
1197.81,2.329902188,1,2.21,8.69,24.35,15.88,98.21,1.81,3.8,5.78,3.15,123995.3891
550.0,1.632584218,3,7.88,8.9,106.99,24.28,98.09,1.36,4.79,3.78,5.93,128435.0644
1620.64,2.798519524,2,59.56,6.21,58.94,10.71,98.64,1.06,5.41,6.28,7.15,313430.0109
550.0,1.395192672,1,19.96,4.47,31.79,8.63,99.9,1.93,1.71,6.1,7.94,223181.4722
955.54,1.0,3,30.07,4.5,10.83,12.74,88.35,1.5,4.33,2.7,7.0,184345.9638
550.0,2.184371029,3,34.41,5.19,146.47,14.07,87.21,1.95,2.88,0.2,0.62,129896.6858
550.0,4.790215918,3,20.95,8.53,69.22,26.01,92.63,2.13,1.86,7.9,5.74,277466.3269
550.36,3.930831836,1,33.28,5.77,0.73,20.08,91.7,2.17,7.93,8.94,9.11,164736.9291
933.54,2.791542213,3,52.34,5.87,73.09,13.36,93.01,1.8,5.22,9.86,6.75,397043.65
1067.19,2.983635419,3,53.0,4.29,43.61,9.85,98.48,2.1,4.22,7.77,9.21,323956.1211
905.37,2.362990504,3,25.67,9.91,26.71,16.05,99.9,0.21,5.39,9.89,7.36,483718.5452
1296.17,1.595300611,3,28.4,6.74,26.85,26.64,99.9,1.17,3.95,5.64,3.47,353135.7331
810.68,1.390094984,2,7.27,4.2,11.71,20.82,86.66,1.11,1.31,6.47,6.73,150907.6334
1098.69,1.274668667,4,61.59,8.24,14.44,25.95,98.49,1.19,4.65,3.42,4.66,202859.3176
1457.94,2.333148493,2,60.65,5.31,49.68,20.53,93.47,1.91,6.12,10.0,6.47,540260.287
1317.59,1.0,4,41.79,8.97,25.82,18.88,99.15,1.93,9.11,5.48,4.39,376670.0437
1445.05,2.498350477,4,42.65,5.64,2.04,5.56,93.2,1.46,7.35,3.82,7.51,540968.028
1743.78,3.180166039,4,4.6,8.95,46.58,8.2,93.27,0.82,7.34,5.62,5.2,530298.4977
724.17,2.640260463,2,31.06,4.56,55.72,24.72,86.71,1.77,0.62,10.0,5.23,147064.2281
